alim_code,alim_name,alim_group,alim_sub_group,alim_sub_sub_group,kcalfor100g,proteinfor100g,carbohydratefor100g,lipidfor100g,sugarfor100g,cholesterolfor100g,saltfor100g,weight_for_one,basic_unity,thousand_unity
28800,Jambon cru,"viandes, œufs, poissons",charcuteries,jambons secs et crus,225,25.9,0.76,13.2,0.75,72.2,5.67,1,g,Kg
28801,"Jambon cru, fumé","viandes, œufs, poissons",charcuteries,jambons secs et crus,246,24.2,0.98,16.1,0.53,88,5.17,1,g,Kg
28802,"Jambon sec, découenné, dégraissé","viandes, œufs, poissons",charcuteries,jambons secs et crus,192,26.3,0.3,9.5,0.3,66.4,06.09,1,g,Kg
28804,"Jambon cru, fumé, allégé en matière grasse","viandes, œufs, poissons",charcuteries,jambons secs et crus,142,27.7,0.1,3.4,traces,,4.24,1,g,Kg
28811,Jambon de Bayonne,"viandes, œufs, poissons",charcuteries,jambons secs et crus,228,28,0.63,12.6,0.5,,5.75,1,g,Kg
28812,Jambon sec,"viandes, œufs, poissons",charcuteries,jambons secs et crus,230,28.7,0.48,12.6,0.33,,5.7,1,g,Kg
28844,Jambon sec de Parme,"viandes, œufs, poissons",charcuteries,jambons secs et crus,248,27.2,0.3,15.4,0.3,,5.53,1,g,Kg
28845,Jambon sec Serrano,"viandes, œufs, poissons",charcuteries,jambons secs et crus,235,30.4,0.76,12.3,0.36,,05.02,1,g,Kg
28850,Coppa,"viandes, œufs, poissons",charcuteries,jambons secs et crus,284,25,1,20,0.5,,4.5,1,g,Kg
28858,Pancetta ou Poitrine roulée sèche,"viandes, œufs, poissons",charcuteries,jambons secs et crus,342,20.2,0.75,28.8,0.43,75.2,4.14,1,g,Kg
30300,Saucisson sec,"viandes, œufs, poissons",charcuteries,saucisson secs,418,24.2,2.41,34.5,1.2,99.4,4.75,1,g,Kg
30301,Saucisson sec pur porc,"viandes, œufs, poissons",charcuteries,saucisson secs,416,27.6,1.79,33.1,1,99.3,4.76,1,g,Kg
30302,"Saucisson sec pur porc, qualité supérieure","viandes, œufs, poissons",charcuteries,saucisson secs,366,27.7,1.65,27.6,1.65,100,4.22,1,g,Kg
30304,Rosette ou Fuseau,"viandes, œufs, poissons",charcuteries,saucisson secs,380,24.2,1.79,30.7,1.46,97.7,4.56,1,g,Kg
30309,Saucisse sèche,"viandes, œufs, poissons",charcuteries,saucisson secs,451,27.3,1.7,37.1,1.21,,4.74,1,g,Kg
30311,Saucisson sec aux noix et/ou noisettes,"viandes, œufs, poissons",charcuteries,saucisson secs,477,27.7,1.78,39.7,01.04,,4.31,1,g,Kg
30005,"Chipolata, cuite","viandes, œufs, poissons",charcuteries,saucisses et assimilés,307,19,0.8,25.3,0.8,,2.14,1,g,Kg
30011,"Saucisse de Toulouse, cuite","viandes, œufs, poissons",charcuteries,saucisses et assimilés,278,18.8,1,22.1,0.6,88.5,1.71,1,g,Kg
30050,"Chair à saucisse, crue","viandes, œufs, poissons",charcuteries,saucisses et assimilés,323,14.7,0.6,29.1,0,,1.39,1,g,Kg
30051,"Chair à saucisse, pur porc, crue","viandes, œufs, poissons",charcuteries,saucisses et assimilés,273,15.4,5.25,21.2,0,72,0.14,1,g,Kg
30052,"Chair à saucisse, porc et bœuf, crue","viandes, œufs, poissons",charcuteries,saucisses et assimilés,309,11.8,4.4,26.5,0,,,1,g,Kg
30104,Saucisse de Morteau,"viandes, œufs, poissons",charcuteries,saucisses et assimilés,397,16,1,36.6,0.5,,2.6,1,g,Kg
30105,Saucisse de Montbéliard,"viandes, œufs, poissons",charcuteries,saucisses et assimilés,319,17.3,1,27.3,0.75,78,2.33,1,g,Kg
30108,"Saucisse de Morteau, bouillie/cuite à l'eau","viandes, œufs, poissons",charcuteries,saucisses et assimilés,323,15.2,0,29.1,0,77.3,02.02,1,g,Kg
30110,"Saucisse de Toulouse, crue","viandes, œufs, poissons",charcuteries,saucisses et assimilés,327,13.2,1,30,1,65.9,1.89,1,g,Kg
30115,"Chipolata, crue","viandes, œufs, poissons",charcuteries,saucisses et assimilés,253,15.8,1,20.6,0.32,55.5,1.58,1,g,Kg
30118,Saucisse suisse à cuire,"viandes, œufs, poissons",charcuteries,saucisses et assimilés,323,15,0.59,29,0,,,1,g,Kg
30125,Saucisse alsacienne fumée ou Gendarme,"viandes, œufs, poissons",charcuteries,saucisses et assimilés,300,19,,24.9,0,84.6,2.75,1,g,Kg
30130,"Saucisse de volaille, façon charcutière","viandes, œufs, poissons",charcuteries,saucisses et assimilés,231,16.8,1.19,17.7,0.9,,1.75,1,g,Kg
30131,"Saucisse de volaille, type Knack","viandes, œufs, poissons",charcuteries,saucisses et assimilés,256,12.8,1.82,21.9,1.52,,02.09,1,g,Kg
30134,Saucisse de Francfort,"viandes, œufs, poissons",charcuteries,saucisses et assimilés,271,13.7,1.24,23.4,1,73.1,2,1,g,Kg
30150,"Merguez, crue","viandes, œufs, poissons",charcuteries,saucisses et assimilés,316,13.5,2.5,28,2,,1.48,1,g,Kg
30152,"Merguez, pur bœuf, crue","viandes, œufs, poissons",charcuteries,saucisses et assimilés,436,11,,43.5,0,,,1,g,Kg
30153,"Merguez, porc et bœuf, crue","viandes, œufs, poissons",charcuteries,saucisses et assimilés,415,11.5,,41,0,,,1,g,Kg
30154,"Merguez, bœuf, mouton et porc, crue","viandes, œufs, poissons",charcuteries,saucisses et assimilés,358,14.6,,33.3,0,,,1,g,Kg
30155,"Merguez, boeuf et mouton, cuite","viandes, œufs, poissons",charcuteries,saucisses et assimilés,283,19.8,1.8,21.8,1.6,71.4,2.33,1,g,Kg
30156,"Merguez, boeuf et mouton, crue","viandes, œufs, poissons",charcuteries,saucisses et assimilés,315,14,2.8,27.6,0,,1.58,1,g,Kg
30176,Saucisse de foie,"viandes, œufs, poissons",charcuteries,saucisses et assimilés,374,11.7,0.9,35.9,0.9,128,02.03,1,g,Kg
30177,"Diot, cru","viandes, œufs, poissons",charcuteries,saucisses et assimilés,342,18,,30,0,,2.25,1,g,Kg
30742,Saucisse de Strasbourg ou Knack,"viandes, œufs, poissons",charcuteries,saucisses et assimilés,291,12.4,1.39,25.9,01.06,73.1,2.21,1,g,Kg
30746,Saucisse cocktail,"viandes, œufs, poissons",charcuteries,saucisses et assimilés,290,12.7,1.46,25.9,01.09,64.7,2.1,1,g,Kg
30750,"Saucisse viennoise, crue","viandes, œufs, poissons",charcuteries,saucisses et assimilés,233,10.3,,21.3,0,,,1,g,Kg
30764,Saucisse de jambon pur porc,"viandes, œufs, poissons",charcuteries,saucisses et assimilés,224,15.7,1,17.5,0.7,,2,1,g,Kg
30766,Saucisse de bière,"viandes, œufs, poissons",charcuteries,saucisses et assimilés,319,13,,29.7,0,,,1,g,Kg
30778,Saucisse de langue à la pistache,"viandes, œufs, poissons",charcuteries,saucisses et assimilés,294,15.3,,25.8,0,,,1,g,Kg
30780,Saucisse (aliment moyen),"viandes, œufs, poissons",charcuteries,saucisses et assimilés,289,17.4,1.16,23.8,0.89,79.8,02.08,1,g,Kg
8120,Confit de foie de porc,"viandes, œufs, poissons",charcuteries,pâtés et terrines,346,16,14.1,25,1,,1.51,1,g,Kg
8125,Confit de foie de volaille,"viandes, œufs, poissons",charcuteries,pâtés et terrines,356,14,7.42,30,traces,,1.93,1,g,Kg
8201,Pâté au poivre vert,"viandes, œufs, poissons",charcuteries,pâtés et terrines,358,10.1,1.45,34.6,0,,,1,g,Kg
8211,Pâté ou terrine de campagne,"viandes, œufs, poissons",charcuteries,pâtés et terrines,318,14.7,07.07,25.5,1.71,148,1.9,1,g,Kg
8214,Pâté breton,"viandes, œufs, poissons",charcuteries,pâtés et terrines,363,11,2.88,34,1,,1.67,1,g,Kg
8232,Terrine de canard,"viandes, œufs, poissons",charcuteries,pâtés et terrines,304,13.4,0.11,27.4,0.11,171,1.54,1,g,Kg
8240,Pâté de lapin,"viandes, œufs, poissons",charcuteries,pâtés et terrines,255,16.3,2,20.2,0,74.8,1.53,1,g,Kg
8242,Terrine de lapin,"viandes, œufs, poissons",charcuteries,pâtés et terrines,281,16.5,5.67,21.2,0.95,,1.84,1,g,Kg
8245,Pâté de gibier,"viandes, œufs, poissons",charcuteries,pâtés et terrines,284,15,4,23,2,,1.53,1,g,Kg
8250,Pâté ou terrine aux champignons (forestier),"viandes, œufs, poissons",charcuteries,pâtés et terrines,329,12.6,5.93,28.1,1.95,,1.73,1,g,Kg
8300,"Pâté de foie de porc, supérieur","viandes, œufs, poissons",charcuteries,pâtés et terrines,341,13,2.4,31,0,,,1,g,Kg
8305,Pâté de foie de porc,"viandes, œufs, poissons",charcuteries,pâtés et terrines,355,10.8,2.91,33.3,1.38,127,1.68,1,g,Kg
8312,Mousse de foie de porc supérieure ou Crème de foie,"viandes, œufs, poissons",charcuteries,pâtés et terrines,322,11.1,10.3,26.1,2.18,,1.99,1,g,Kg
8313,Mousse de foie de porc,"viandes, œufs, poissons",charcuteries,pâtés et terrines,287,12,3.39,24.9,1.89,132,1.72,1,g,Kg
8315,Mousse de canard,"viandes, œufs, poissons",charcuteries,pâtés et terrines,395,10.1,07.07,36.1,02.05,,1.58,1,g,Kg
8316,Pâté de foie de volaille,"viandes, œufs, poissons",charcuteries,pâtés et terrines,276,13.8,3.74,22.9,0.81,391,1.14,1,g,Kg
8326,Pâté de foie d'oie,"viandes, œufs, poissons",charcuteries,pâtés et terrines,459,11.4,4.67,43.8,0,150,1.74,1,g,Kg
8332,Pâté (aliment moyen),"viandes, œufs, poissons",charcuteries,pâtés et terrines,324,13.2,7.61,26.6,1.77,145,1.77,1,g,Kg
8391,Pâté en croûte,"viandes, œufs, poissons",charcuteries,pâtés et terrines,292,11,22.9,17.1,3.47,60.4,1.83,1,g,Kg
8000,Rillettes traditionnelles de porc,"viandes, œufs, poissons",charcuteries,rillettes,390,14.3,0.2,36.9,0,76.2,1.6,1,g,Kg
8001,Rillettes pur porc,"viandes, œufs, poissons",charcuteries,rillettes,413,16.7,0.1,38.3,0.2,84.1,0.97,1,g,Kg
8010,Rillettes de Tours,"viandes, œufs, poissons",charcuteries,rillettes,522,18,traces,50,0,,,1,g,Kg
8015,Rillettes du Mans,"viandes, œufs, poissons",charcuteries,rillettes,420,15.6,4.7,37.6,0.13,,1.28,1,g,Kg
8025,Rillettes pur oie,"viandes, œufs, poissons",charcuteries,rillettes,417,14.7,traces,39.8,0,,1.3,1,g,Kg
8026,Rillettes de canard,"viandes, œufs, poissons",charcuteries,rillettes,417,15.4,0.34,39.3,traces,,1.3,1,g,Kg
8030,Rillettes d'oie,"viandes, œufs, poissons",charcuteries,rillettes,459,17.6,0.7,42.9,0,,1.19,1,g,Kg
8040,Rillettes de poulet,"viandes, œufs, poissons",charcuteries,rillettes,340,16.4,0.49,30.3,0.36,,1.19,1,g,Kg
8903,"Quenelle de veau, en sauce","viandes, œufs, poissons",charcuteries,quenelles,165,3.52,15.6,9.5,0.94,,1.17,1,g,Kg
8910,"Quenelle de volaille, crue","viandes, œufs, poissons",charcuteries,quenelles,187,9.3,14.1,10.1,1.2,,0.74,1,g,Kg
8912,"Quenelle de volaille, en sauce","viandes, œufs, poissons",charcuteries,quenelles,138,3.55,10.3,8.92,1.92,,1.1,1,g,Kg
8932,"Quenelle de poisson, en sauce","viandes, œufs, poissons",charcuteries,quenelles,135,3.79,10.5,8.51,0.97,,1.11,1,g,Kg
8933,"Quenelle de poisson, crue","viandes, œufs, poissons",charcuteries,quenelles,245,8.1,23.6,12.7,1.9,50.1,0.95,1,g,Kg
8937,"Quenelle nature, crue","viandes, œufs, poissons",charcuteries,quenelles,217,7.68,14.8,13.7,2.15,,01.04,1,g,Kg
8109,"Confit de canard, viande (cuisse), sans peau, réchauffé","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,195,32,0,7.4,,112,1.89,1,g,Kg
8110,Confit de canard,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,286,25.7,3.31,18.8,0.14,132,1.44,1,g,Kg
8111,"Canard, magret fumé","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,364,21.9,0.55,30.5,0.55,,3.28,1,g,Kg
8321,"Foie gras, canard, entier, cuit","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,526,8.41,0.026,54.6,0.026,1040,1.11,1,g,Kg
8323,"Foie gras, canard, bloc, sans morceaux","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,478,5.75,01.09,50,01.09,395,1.14,1,g,Kg
8324,"Foie gras, canard, bloc, 30% de morceaux","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,488,6.88,2.19,50.1,1.41,,1.29,1,g,Kg
8325,"Foie gras, canard, bloc, 50% de morceaux","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,488,6.39,4.28,49.5,1.2,,1.29,1,g,Kg
8328,"Foie gras de canard, cru","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,600,5.94,1.41,63.4,1.14,,0.52,1,g,Kg
8350,Galantine (aliment moyen),"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,276,15.1,0.71,23.5,0.57,,02.03,1,g,Kg
8373,Roulade de porc pistachée,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,271,17.7,3.95,20.2,0.7,,2.5,1,g,Kg
8395,Jambon en croûte,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,220,14.2,19.4,9.32,2.28,24.9,1.91,1,g,Kg
8400,Fromage de tête,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,186,14.1,3.27,12.9,0,61,1.91,1,g,Kg
8406,Museau de porc vinaigrette,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,185,8.22,01.02,16.3,0.62,587,1.75,1,g,Kg
8450,Museau de boeuf,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,151,26.2,0,5.17,0,,,1,g,Kg
8500,Andouille,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,211,18.4,0.3,15.1,0,,02.08,1,g,Kg
8501,Andouille de Guéméné,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,234,18,traces,18,0,,,1,g,Kg
8504,"Andouille, réchauffée à la poêle","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,271,22.5,0,20,0.2,330,2.82,1,g,Kg
8512,Andouille de Vire,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,238,19,traces,18,0,,,1,g,Kg
8550,"Andouillette, crue","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,227,18.8,1,16.3,0.5,284,1.46,1,g,Kg
8551,"Andouillette, sautée/poêlée","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,302,24.5,0.54,22.3,0.2,344,2.73,1,g,Kg
8552,"Andouillette de Troyes, crue","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,254,19.7,0.5,19,0.5,310,1.97,1,g,Kg
8703,"Boudin noir, rayon frais","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,297,12.2,0.29,27.1,0.2,82.5,1.29,1,g,Kg
8704,"Boudin noir, sauté/poêlé","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,279,14.8,5.35,21.7,3.9,73.8,1.87,1,g,Kg
8705,"Boudin noir ou blanc, sauté/poêlé (aliment moyen)","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,279,13.3,5.12,20.3,3.32,70.1,1.8,1,g,Kg
8803,"Boudin blanc truffé, cru","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,244,11.3,09.01,17.8,1.7,,1.48,1,g,Kg
25610,Museau de boeuf en vinaigrette,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,167,11.3,1,13.1,0.5,,1.59,1,g,Kg
28501,"Lardon nature, cru","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,270,16.6,01.01,22.1,0.78,60.7,2.72,1,g,Kg
28502,"Poitrine de porc, fumée, crue","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,303,15.6,0.79,26.1,0.75,,2.41,1,g,Kg
28503,Bresaola,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,175,31.6,2.35,4.3,0,65,3.46,1,g,Kg
28504,"Lardon nature, cuit","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,324,23.8,2,24.5,traces,80.6,3.8,1,g,Kg
28505,"Corned-beef, appertisé","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,188,23.1,0.1,10.5,0.2,75.5,1.95,1,g,Kg
28530,Oreille de porc demi-sel,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,228,22.5,0.6,15.1,traces,82,0.48,1,g,Kg
28540,Pied de porc demi-sel,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,137,11.6,0.01,10,0,83,2.37,1,g,Kg
28550,Poitrine de porc demi-sel,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,265,16.8,0.12,22,0.12,,2,1,g,Kg
28720,"Lardon fumé, cru","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,272,16.7,0.35,22.6,0.35,60.1,2.63,1,g,Kg
28725,"Lardon fumé, cuit","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,277,14.7,4.8,22.1,0.9,55.5,2.59,1,g,Kg
28860,Viande des Grisons,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,207,38.9,0.56,5.47,0.56,91.9,3.83,1,g,Kg
28927,Haché de volaille,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,137,17.7,3.5,5.68,1.4,,1.3,1,g,Kg
28976,"Rôti de volaille en salaison, cuit","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,110,22,1.28,1.73,0.97,,2,1,g,Kg
30315,Chorizo,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,425,23.5,1.24,36.1,1.24,,4.24,1,g,Kg
30316,"Chorizo supérieur, doux ou fort, type saucisse sèche","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,466,20.9,traces,41.9,2.6,111,3.91,1,g,Kg
30317,"Chorizo supérieur, doux ou fort, type charcuterie en tranches","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,313,22.6,traces,23.9,2.1,75,4.3,1,g,Kg
30350,Salami,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,457,17.7,2.59,41.8,0.2,95.9,04.05,1,g,Kg
30351,Salami pur porc,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,399,22.6,1.22,33.7,0,79,5.65,1,g,Kg
30352,Salami porc et boeuf,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,351,21.5,1.56,28.8,0.61,98.5,4.37,1,g,Kg
30366,Salami type danois,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,459,17,1.35,42.9,0.56,75,4.13,1,g,Kg
30700,Saucisson à l'ail,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,276,15,0.56,23.6,0.56,,2,1,g,Kg
30701,Saucisson cuit pur porc,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,322,13.8,1.3,29,0,,1.9,1,g,Kg
30705,Saucisson de Paris,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,346,12.5,0.6,32.7,0.5,,1.73,1,g,Kg
30706,"Saucisson de Paris, fumé","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,288,13.7,0.6,25.6,0,,,1,g,Kg
30707,"Saucisson brioché, cuit","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,303,14.7,20.9,17.4,3.8,86.4,1.38,1,g,Kg
30730,Cervelas,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,278,11.9,1.56,24.8,0.63,66.8,1.95,1,g,Kg
30731,Cervelas obernois,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,305,13,1,27.5,0.6,,2,1,g,Kg
30732,"Cervelas à l'ail, pur porc","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,297,12.5,0.2,27.4,0,,,1,g,Kg
30789,Mortadelle,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,301,15,0.27,26.7,0,72.5,2.13,1,g,Kg
30790,"Mortadelle, pur porc","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,310,14.8,4.46,25.8,1,70,2.14,1,g,Kg
30791,"Mortadelle, porc et boeuf","viandes, œufs, poissons",charcuteries,autres spécialités charcutières,304,16.4,2.53,25.4,0,56,3.12,1,g,Kg
30797,Mortadelle pistachée pur porc,"viandes, œufs, poissons",charcuteries,autres spécialités charcutières,320,14.4,1.16,28.2,0.48,,02.08,1,g,Kg
6260,"Haché à base de bœuf ou Préparation de viande hachée de boeuf, 15% MG, cru","viandes, œufs, poissons",autres produits à base de viande,-,198,15.8,2.48,13.6,0.57,,0.87,1,g,Kg
25089,Cordon bleu de volaille,"viandes, œufs, poissons",autres produits à base de viande,-,233,14,16.3,12.2,2.2,37.5,1.73,1,g,Kg
25163,"Boeuf, boulettes cuites","viandes, œufs, poissons",autres produits à base de viande,-,209,18.5,3.66,13.3,2,37,1.13,1,g,Kg
25173,"Veau, escalope panée, cuite","viandes, œufs, poissons",autres produits à base de viande,-,271,22.9,12.7,14.1,0.49,72.4,0.98,1,g,Kg
25186,"Boulettes au porc et au bœuf (à la suédoise), crues","viandes, œufs, poissons",autres produits à base de viande,-,260,14.4,7.78,18.6,0.8,55.3,1.51,1,g,Kg
25194,"Boulettes au bœuf et à l'agneau (type kefta), crues","viandes, œufs, poissons",autres produits à base de viande,-,247,15.7,9.46,15.7,1.2,56.2,01.03,1,g,Kg
25504,Brochette de volaille,"viandes, œufs, poissons",autres produits à base de viande,-,179,19,5.9,8.76,0.92,56.9,0.53,1,g,Kg
25505,Brochette de boeuf,"viandes, œufs, poissons",autres produits à base de viande,-,203,18.4,4.93,12,0.92,43.5,0.44,1,g,Kg
25506,Brochette mixte de viande,"viandes, œufs, poissons",autres produits à base de viande,-,208,19.8,1.13,13.8,0.92,50.2,0.62,1,g,Kg
25512,"Volaille, croquette panée ou nuggets","viandes, œufs, poissons",autres produits à base de viande,-,248,13.1,18.4,13.2,0.57,52.1,1.2,1,g,Kg
25541,Brochette d'agneau,"viandes, œufs, poissons",autres produits à base de viande,-,138,13.1,4.27,7.24,1.34,36.1,0.4,1,g,Kg
25566,"Brochette de porc, crue","viandes, œufs, poissons",autres produits à base de viande,-,131,15.6,2.1,6.5,1.1,,0.81,1,g,Kg
36027,"Poulet, croquette panée ou nuggets","viandes, œufs, poissons",autres produits à base de viande,-,234,12,19.3,12.1,1,,1.54,1,g,Kg
36035,"Poulet, manchons marinés, rôtis/cuits au four","viandes, œufs, poissons",autres produits à base de viande,-,213,22.4,2.1,12.6,0.6,108,1.69,1,g,Kg
36036,"Poulet, escalope panée","viandes, œufs, poissons",autres produits à base de viande,-,339,7.25,21.7,24,1.9,49.3,1.26,1,g,Kg
36318,"Dinde, escalope viennoise ou milanaise ou escalope panée","viandes, œufs, poissons",autres produits à base de viande,-,211,14.1,13.5,10.9,01.07,,01.03,1,g,Kg
25996,"Saumon, cuit, sans précision (aliment moyen)","viandes, œufs, poissons",poissons cuits,-,205,23,0,12.5,0,56.9,0.13,1,g,Kg
25997,"Cabillaud, cuit, sans précision (aliment moyen)","viandes, œufs, poissons",poissons cuits,-,98.9,23.1,0,0.73,0,52.1,0.2,1,g,Kg
25998,"Hareng fumé, filet, doux","viandes, œufs, poissons",poissons cuits,-,162,18.1,0.1,9.9,0,54.9,3.78,1,g,Kg
26003,"Carrelet ou plie, cuit à la vapeur","viandes, œufs, poissons",poissons cuits,-,93,19,traces,1.89,0,,,1,g,Kg
26008,"Églefin, cuit à la vapeur","viandes, œufs, poissons",poissons cuits,-,89,20.9,traces,0.6,0,38,0.18,1,g,Kg
26012,"Hareng, frit","viandes, œufs, poissons",poissons cuits,-,201,23,traces,12.1,0,57,,1,g,Kg
26013,"Hareng fumé, au naturel","viandes, œufs, poissons",poissons cuits,-,173,16.5,0.5,11.7,0,49.9,3.98,1,g,Kg
26014,"Hareng, grillé/poêlé","viandes, œufs, poissons",poissons cuits,-,189,21.6,traces,11.4,0,54.3,0.34,1,g,Kg
26015,"Lieu noir, cuit","viandes, œufs, poissons",poissons cuits,-,99.7,23.1,traces,0.81,0,105,0.25,1,g,Kg
26017,"Limande-sole, cuite à la vapeur","viandes, œufs, poissons",poissons cuits,-,90.1,17.4,traces,2.27,0,73,0.3,1,g,Kg
26019,"Maquereau, rôti/cuit au four","viandes, œufs, poissons",poissons cuits,-,228,21.5,traces,15.8,0,81.8,0.21,1,g,Kg
26020,"Maquereau, frit","viandes, œufs, poissons",poissons cuits,-,186,23.6,traces,10.2,0,,0.21,1,g,Kg
26021,"Merlan, frit","viandes, œufs, poissons",poissons cuits,-,125,23.1,traces,3.61,0,70.1,0.43,1,g,Kg
26022,"Merlan, cuit à la vapeur","viandes, œufs, poissons",poissons cuits,-,98.3,23,traces,0.7,0,55,0.28,1,g,Kg
26023,"Cabillaud, rôti/cuit au four","viandes, œufs, poissons",poissons cuits,-,94.6,22.3,traces,0.6,0,55.5,0.23,1,g,Kg
26024,"Morue, salée, bouillie/cuite à l'eau","viandes, œufs, poissons",poissons cuits,-,113,26,traces,01.01,0,,5.8,1,g,Kg
26025,"Cabillaud, cuit à la vapeur","viandes, œufs, poissons",poissons cuits,-,106,24.5,traces,0.95,0,46.5,0.16,1,g,Kg
26026,"Mulet, rôti/cuit au four","viandes, œufs, poissons",poissons cuits,-,143,24.8,traces,4.86,0,63,0.18,1,g,Kg
26031,"Raie, rôtie/cuite au four","viandes, œufs, poissons",poissons cuits,-,96.3,23,traces,0.5,0,0,0.38,1,g,Kg
26033,"Roussette ou petite roussette ou saumonette, cuite","viandes, œufs, poissons",poissons cuits,-,256,25.4,traces,17.2,0,60.1,0.2,1,g,Kg
26037,Saumon fumé,"viandes, œufs, poissons",poissons cuits,-,178,22,0.91,9.49,0,72.1,3.51,45,tranche(s),
26038,"Saumon, cuit à la vapeur","viandes, œufs, poissons",poissons cuits,-,195,23,traces,11.5,0,36.3,0.13,1,g,Kg
26041,"Thon, rôti/cuit au four","viandes, œufs, poissons",poissons cuits,-,136,29.9,traces,1.83,0,43.5,0.14,1,g,Kg
26059,"Sole, cuite à la vapeur","viandes, œufs, poissons",poissons cuits,-,94.6,20.3,traces,1.48,0,70.8,0.41,1,g,Kg
26060,"Sole, rôtie/cuite au four","viandes, œufs, poissons",poissons cuits,-,78.2,15.7,traces,1.69,0,60.5,0.29,1,g,Kg
26061,"Sole, bouillie/cuite à l'eau","viandes, œufs, poissons",poissons cuits,-,69,15,traces,1,0,65,0.21,1,g,Kg
26062,"Sole, frite","viandes, œufs, poissons",poissons cuits,-,72.2,15.8,traces,1,0,65,0.36,1,g,Kg
26073,"Raie, cuite au court-bouillon","viandes, œufs, poissons",poissons cuits,-,97.8,23.2,traces,0.57,0,67,0.4,1,g,Kg
26081,"Lotte ou baudroie, grillée/poêlée","viandes, œufs, poissons",poissons cuits,-,98.2,23,traces,0.68,0,26,0.061,1,g,Kg
26087,"Maquereau, fumé","viandes, œufs, poissons",poissons cuits,-,298,19.8,0,24.3,0,80,0.96,1,g,Kg
26090,Haddock (fumé) ou églefin fumé,"viandes, œufs, poissons",poissons cuits,-,100,23.5,0,0.73,0,77,1.91,1,g,Kg
26093,"Espadon, rôti/cuit au four","viandes, œufs, poissons",poissons cuits,-,266,28.7,traces,16.9,0,129,0.18,1,g,Kg
26094,"Turbot, rôti/cuit au four","viandes, œufs, poissons",poissons cuits,-,118,21.3,traces,3.64,0,62,0.25,1,g,Kg
26120,"Merlu, cuit à l'étouffée","viandes, œufs, poissons",poissons cuits,-,112,21.2,traces,3,0,77.4,0.25,1,g,Kg
26126,"Églefin, grillé/poêlé","viandes, œufs, poissons",poissons cuits,-,84.9,20,traces,0.55,0,66,0.65,1,g,Kg
